Species Name,Kingdom,Phylum,Class,Order,Family,Genus,Vernacular Name,Number of records,Category,database
Phocoena phocoena,SPECIES,Animalia,Chordata,Mammalia,Cetartiodactyla,Phocoenidae,Phocoena,Phocoena phocoena,concern,uk  priority list
Phylloscopus sibilatrix,SPECIES,Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus sibilatrix,concern,uk  priority list
Pipistrellus pygmaeus,SPECIES,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus pygmaeus,concern,uk  priority list
Plecotus auritus,SPECIES,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Plecotus,Plecotus auritus,concern,uk  priority list
Salmo salar,SPECIES,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,Salmo salar,concern,uk  priority list
Salmo trutta,SPECIES,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,Salmo trutta,concern,uk  priority list
Sciurus vulgaris,SPECIES,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus vulgaris,concern,uk  priority list
Stercorarius parasiticus,SPECIES,Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,Stercorarius parasiticus,concern,uk  priority list
Triturus cristatus,SPECIES,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Triturus,Triturus cristatus,concern,uk  priority list
Turdus philomelos clarkei,SUBSPECIES,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus philomelos,concern,uk  priority list
Turdus torquatus,SPECIES,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus torquatus,concern,uk  priority list
Tursiops truncatus,SPECIES,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Tursiops,Tursiops truncatus,concern,uk  priority list
Vanellus vanellus,SPECIES,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus vanellus,concern,uk  priority list
Vipera berus,SPECIES,Animalia,Chordata,Reptilia,Squamata,Viperidae,Vipera,Vipera berus,concern,uk  priority list
Zootoca vivipara,SPECIES,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Zootoca,Zootoca vivipara,concern,uk  priority list
Lophozia ventricosa,SPECIES,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Lophozia,Lophozia ventricosa,concern,uk  priority list
Cornu aspersum,SPECIES,Animalia,Mollusca,Gastropoda,Pulmonata,Helicidae,Cornu,Cornu aspersum,invasive,invasive general
Mya arenaria,SPECIES,Animalia,Mollusca,Bivalvia,Myoida,Myidae,Mya,Mya arenaria,invasive,invasive general
Tandonia sowerbyi,SPECIES,Animalia,Mollusca,Gastropoda,Pulmonata,Milacidae,Tandonia,Tandonia sowerbyi,invasive,invasive general
Cladosiphon zosterae,SPECIES,Chromista,Ochrophyta,Phaeophyceae,Ectocarpales,Chordariaceae,Cladosiphon,Cladosiphon zosterae,invasive,invasive general
Halothrix lumbricalis,SPECIES,Chromista,Ochrophyta,Phaeophyceae,Ectocarpales,Chordariaceae,Halothrix,Halothrix lumbricalis,invasive,invasive general
Microspongium globosum,SPECIES,Chromista,Ochrophyta,Phaeophyceae,Ectocarpales,Chordariaceae,Microspongium,Microspongium globosum,invasive,invasive general
Sargassum muticum,SPECIES,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,Sargassum muticum,invasive,invasive general
Ascophyllum nodosum,SPECIES,Chromista,Ochrophyta,Phaeophyceae,Fucales,Fucaceae,Ascophyllum,Ascophyllum nodosum,concern,uk  priority list
Fucus distichus,SPECIES,Chromista,Ochrophyta,Phaeophyceae,Fucales,Fucaceae,Fucus,Fucus distichus,concern,uk  priority list
Asplenium adiantum-nigrum,SPECIES,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,Asplenium adiantum-nigrum,concern,rspb south
Asplenium ruta-muraria,SPECIES,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,Asplenium ruta-muraria,concern,rspb south
Athyrium filix-femina,SPECIES,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Athyriaceae,Athyrium,Athyrium filix-femina,concern,rspb south
Blechnum spicant,SPECIES,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Blechnaceae,Blechnum,Blechnum spicant,concern,rspb south
Dryopteris affinis subsp. affinis,SUBSPECIES,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Dryopteris,Dryopteris affinis,concern,rspb south
Dryopteris affinis,SPECIES,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Dryopteris,Dryopteris affinis,concern,rspb south
Dryopteris affinis,SPECIES_SENSU_LATO,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Dryopteris,,concern,rspb south
Dryopteris borreri,SPECIES,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Dryopteris,Dryopteris borreri,concern,rspb south
Dryopteris cambrensis,SPECIES,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Dryopteris,Dryopteris cambrensis,concern,rspb south
Dryopteris dilatata,SPECIES,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Dryopteris,Dryopteris dilatata,concern,rspb south
Equisetum fluviatile,SPECIES,Plantae,Pteridophyta,Equisetopsida,Equisetales,Equisetaceae,Equisetum,Equisetum fluviatile,concern,rspb south
Gymnocarpium dryopteris,SPECIES,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Cystopteridaceae,Gymnocarpium,Gymnocarpium dryopteris,concern,rspb south
Hymenophyllum wilsonii,SPECIES,Plantae,Pteridophyta,Polypodiopsida,Hymenophyllales,Hymenophyllaceae,Hymenophyllum,Hymenophyllum wilsonii,concern,rspb south
Oreopteris limbosperma,SPECIES,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Thelypteridaceae,Oreopteris,Oreopteris limbosperma,concern,rspb south
Phegopteris connectilis,SPECIES,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Thelypteridaceae,Phegopteris,Phegopteris connectilis,concern,rspb south
Phyllitis scolopendrium,SPECIES,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Phyllitis,Phyllitis scolopendrium,concern,rspb south
Polypodium vulgare,SPECIES,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Polypodium,Polypodium vulgare,concern,rspb south
Polypodium vulgare,SPECIES_AGGREGATE,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Polypodium,,concern,rspb south
Pteridium aquilinum,SPECIES,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Dennstaedtiaceae,Pteridium,Pteridium aquilinum,concern,rspb south
Trichomanes speciosum,SPECIES,Plantae,Pteridophyta,Polypodiopsida,Hymenophyllales,Hymenophyllaceae,Trichomanes,Trichomanes speciosum,concern,sbl general
Lithothamnion corallioides,SPECIES,Plantae,Rhodophyta,Florideophyceae,Corallinales,Hapalidiaceae,Lithothamnion,Lithothamnion corallioides,concern,uk  priority list
Phymatolithon calcareum,SPECIES,Plantae,Rhodophyta,Florideophyceae,Corallinales,Hapalidiaceae,Phymatolithon,Phymatolithon calcareum,concern,uk  priority list
Acer pseudoplatanus,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer pseudoplatanus,invasive,invasive north
Cotoneaster integrifolius,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Cotoneaster,Cotoneaster integrifolius,invasive,invasive north
Epilobium ciliatum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Epilobium,Epilobium ciliatum,invasive,invasive north
Juncus tenuis,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,Juncus,Juncus tenuis,invasive,invasive north
Rhododendron ponticum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,Rhododendron ponticum,invasive,invasive north
Veronica filiformis,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica filiformis,invasive,invasive north
Hyacinthoides non-scripta,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta,concern,rspb north
Acer pseudoplatanus,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer pseudoplatanus,invasive,invasive south
Rhododendron ponticum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,Rhododendron ponticum,invasive,invasive south
Rubus spectabilis,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus spectabilis,invasive,invasive south
Acer pseudoplatanus,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer pseudoplatanus,concern,rspb south
Achillea millefolium,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Achillea,Achillea millefolium,concern,rspb south
Agrostis capillaris,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Agrostis,Agrostis capillaris,concern,rspb south
Agrostis stolonifera,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Agrostis,Agrostis stolonifera,concern,rspb south
Agrostis vinealis,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Agrostis,Agrostis vinealis,concern,rspb south
Aira praecox,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Aira,Aira praecox,concern,rspb south
Ajuga reptans,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Ajuga,Ajuga reptans,concern,rspb south
Allium ursinum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,Allium ursinum,concern,rspb south
Alnus glutinosa,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Alnus,Alnus glutinosa,concern,rspb south
Anemone nemorosa,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Anemone,Anemone nemorosa,concern,rspb south
Angelica sylvestris,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Angelica,Angelica sylvestris,concern,rspb south
Antennaria dioica,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Antennaria,Antennaria dioica,concern,rspb south
Anthoxanthum odoratum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Anthoxanthum,Anthoxanthum odoratum,concern,rspb south
Arctostaphylos uva-ursi,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Arctostaphylos,Arctostaphylos uva-ursi,concern,rspb south
Arrhenatherum elatius,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Arrhenatherum,Arrhenatherum elatius,concern,rspb south
Bellis perennis,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Bellis,Bellis perennis,concern,rspb south
Betula pubescens,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Betula,Betula pubescens,concern,rspb south
Calluna vulgaris,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Calluna,Calluna vulgaris,concern,rspb south
Caltha palustris,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Caltha,Caltha palustris,concern,rspb south
Campanula rotundifolia,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Campanula,Campanula rotundifolia,concern,rspb south
Cardamine flexuosa,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cardamine,Cardamine flexuosa,concern,rspb south
Cardamine pratensis,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cardamine,Cardamine pratensis,concern,rspb south
Carex binervis,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,Carex,Carex binervis,concern,rspb south
Carex echinata,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,Carex,Carex echinata,concern,rspb south
Carex flacca,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,Carex,Carex flacca,concern,rspb south
Carex hostiana,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,Carex,Carex hostiana,concern,rspb south
Carex laevigata,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,Carex,Carex laevigata,concern,rspb south
Carex leporina,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,Carex,Carex leporina,concern,rspb south
Carex nigra,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,Carex,Carex nigra,concern,rspb south
Carex pallescens,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,Carex,Carex pallescens,concern,rspb south
Carex panicea,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,Carex,Carex panicea,concern,rspb south
Carex pilulifera,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,Carex,Carex pilulifera,concern,rspb south
Carex pulicaris,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,Carex,Carex pulicaris,concern,rspb south
Carex remota,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,Carex,Carex remota,concern,rspb south
Carex rostrata,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,Carex,Carex rostrata,concern,rspb south
Carex viridula subsp. oedocarpa,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,Carex,Carex viridula,concern,rspb south
Cerastium fontanum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Cerastium,Cerastium fontanum,concern,rspb south
Chamerion angustifolium,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Chamerion,Chamerion angustifolium,concern,rspb south
Chrysosplenium oppositifolium,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Chrysosplenium,Chrysosplenium oppositifolium,concern,rspb south
Circaea lutetiana x alpina = C. x intermedia,SPECIES_HYBRID,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Circaea,,concern,rspb south
Circaea lutetiana,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Circaea,Circaea lutetiana,concern,rspb south
Cirsium arvense,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,Cirsium arvense,concern,rspb south
Cirsium palustre,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,Cirsium palustre,concern,rspb south
Cirsium vulgare,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,Cirsium vulgare,concern,rspb south
Conopodium majus,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Conopodium,Conopodium majus,concern,rspb south
Corylus avellana,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Corylus,Corylus avellana,concern,rspb south
Crataegus monogyna,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Crataegus,Crataegus monogyna,concern,rspb south
Crepis capillaris,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,Crepis capillaris,concern,rspb south
Cynosurus cristatus,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Cynosurus,Cynosurus cristatus,concern,rspb south
Dactylis glomerata,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Dactylis,Dactylis glomerata,concern,rspb south
Dactylorhiza maculata,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae,Dactylorhiza,Dactylorhiza maculata,concern,rspb south
Danthonia decumbens,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Danthonia,Danthonia decumbens,concern,rspb south
Deschampsia cespitosa,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Deschampsia,Deschampsia cespitosa,concern,rspb south
Digitalis purpurea,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Digitalis,Digitalis purpurea,concern,rspb south
Drosera anglica,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Droseraceae,Drosera,Drosera anglica,concern,rspb south
Drosera rotundifolia,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Droseraceae,Drosera,Drosera rotundifolia,concern,rspb south
Eleocharis multicaulis,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,Eleocharis,Eleocharis multicaulis,concern,rspb south
Eleocharis palustris,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,Eleocharis,Eleocharis palustris,concern,rspb south
Epilobium montanum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Epilobium,Epilobium montanum,concern,rspb south
Epilobium obscurum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Epilobium,Epilobium obscurum,concern,rspb south
Epilobium palustre,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Epilobium,Epilobium palustre,concern,rspb south
Erica cinerea,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Erica,Erica cinerea,concern,rspb south
Erica tetralix,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Erica,Erica tetralix,concern,rspb south
Eriophorum angustifolium,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,Eriophorum,Eriophorum angustifolium,concern,rspb south
Eriophorum vaginatum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,Eriophorum,Eriophorum vaginatum,concern,rspb south
Euphrasia micrantha,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Euphrasia,Euphrasia micrantha,concern,rspb south
Euphrasia officinalis agg.,SPECIES_AGGREGATE,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Euphrasia,,concern,rspb south
Euphrasia,GENUS,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Euphrasia,,concern,rspb south
Fagus sylvatica,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Fagus,Fagus sylvatica,concern,rspb south
Festuca ovina agg.,SPECIES_AGGREGATE,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Festuca,,concern,rspb south
Festuca rubra agg.,SPECIES_AGGREGATE,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Festuca,,concern,rspb south
Festuca vivipara,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Festuca,Festuca vivipara,concern,rspb south
Ficaria verna,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ficaria,Ficaria verna,concern,rspb south
Filipendula ulmaria,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Filipendula,Filipendula ulmaria,concern,rspb south
Fraxinus excelsior,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,Fraxinus excelsior,concern,rspb south
Galium aparine,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Galium,Galium aparine,concern,rspb south
Galium palustre,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Galium,Galium palustre,concern,rspb south
Galium saxatile,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Galium,Galium saxatile,concern,rspb south
Geranium robertianum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,Geranium robertianum,concern,rspb south
Geum rivale,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Geum,Geum rivale,concern,rspb south
Gnaphalium uliginosum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gnaphalium,Gnaphalium uliginosum,concern,rspb south
Gymnadenia conopsea agg.,SPECIES_AGGREGATE,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae,Gymnadenia,,concern,rspb south
Hedera helix,SPECIES_SENSU_LATO,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Hedera,,concern,rspb south
Heracleum sphondylium,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Heracleum,Heracleum sphondylium,concern,rspb south
Hieracium sect. Vulgata,SECTION,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hieracium,,concern,rspb south
Hieracium,GENUS,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hieracium,,concern,rspb south
Holcus lanatus,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Holcus,Holcus lanatus,concern,rspb south
Holcus mollis,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Holcus,Holcus mollis,concern,rspb south
Huperzia selago,SPECIES,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Huperzia,Huperzia selago,concern,rspb south
Hyacinthoides non-scripta,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta,concern,rspb south
Hydrocotyle vulgaris,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Hydrocotyle,Hydrocotyle vulgaris,concern,rspb south
Hypericum androsaemum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,Hypericum androsaemum,concern,rspb south
Hypericum elodes,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,Hypericum elodes,concern,rspb south
Hypericum pulchrum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,Hypericum pulchrum,concern,rspb south
Hypericum tetrapterum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,Hypericum tetrapterum,concern,rspb south
Hypochaeris radicata,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hypochaeris,Hypochaeris radicata,concern,rspb south
Iris pseudacorus,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Iridaceae,Iris,Iris pseudacorus,concern,rspb south
Jacobaea,GENUS,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Jacobaea,,concern,rspb south
Juncus acutiflorus,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,Juncus,Juncus acutiflorus,concern,rspb south
Juncus articulatus,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,Juncus,Juncus articulatus,concern,rspb south
Juncus bulbosus,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,Juncus,Juncus bulbosus,concern,rspb south
Juncus conglomeratus,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,Juncus,Juncus conglomeratus,concern,rspb south
Juncus effusus,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,Juncus,Juncus effusus,concern,rspb south
Juncus squarrosus,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,Juncus,Juncus squarrosus,concern,rspb south
Juniperus communis subsp. nana,SUBSPECIES,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,Juniperus communis,concern,rspb south
Lathyrus linifolius,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,Lathyrus linifolius,concern,rspb south
Linum catharticum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,Linum,Linum catharticum,concern,rspb south
Lolium perenne,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Lolium,Lolium perenne,concern,rspb south
Lonicera periclymenum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera,Lonicera periclymenum,concern,rspb south
Lotus corniculatus,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lotus,Lotus corniculatus,concern,rspb south
Lotus pedunculatus,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lotus,Lotus pedunculatus,concern,rspb south
Luzula campestris,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,Luzula,Luzula campestris,concern,rspb south
Luzula multiflora subsp. congesta,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,Luzula,Luzula multiflora,concern,rspb south
Luzula multiflora,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,Luzula,Luzula multiflora,concern,rspb south
Luzula pilosa,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,Luzula,Luzula pilosa,concern,rspb south
Luzula sylvatica,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,Luzula,Luzula sylvatica,concern,rspb south
Lysimachia nemorum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Lysimachia,Lysimachia nemorum,concern,rspb south
Lysimachia,GENUS,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Lysimachia,,concern,rspb south
Mentha aquatica,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,Mentha aquatica,concern,rspb south
Menyanthes trifoliata,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Menyanthaceae,Menyanthes,Menyanthes trifoliata,concern,rspb south
Mercurialis perennis,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Mercurialis,Mercurialis perennis,concern,rspb south
Molinia caerulea,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Molinia,Molinia caerulea,concern,rspb south
Montia fontana,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,Montia,Montia fontana,concern,rspb south
Myosotis secunda,SPECIES,Plantae,Tracheophyta,Magnoliopsida,,Boraginaceae,Myosotis,Myosotis secunda,concern,rspb south
Myrica gale,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,Myrica,Myrica gale,concern,rspb south
Nardus stricta,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Nardus,Nardus stricta,concern,rspb south
Narthecium ossifragum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Dioscoreales,Nartheciaceae,Narthecium,Narthecium ossifragum,concern,rspb south
Nuphar lutea,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nuphar,Nuphar lutea,concern,rspb south
Oenanthe crocata,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Oenanthe,Oenanthe crocata,concern,rspb south
